"","Geneid","E4_cpm","E5_cpm","E6_cpm","CPM_mean_E46","L4_CPM","L5_CPM","L6_CPM","CPM_mean_UN46"
"128","fth1a",4319.20343707505,5645.63153973242,5414.62595231913,5126.48697637553,236.975518022092,378.006099698854,269.603130723975,294.861582814974
"129","clpxa",1811.33132445754,1501.26340341443,1375.58441160994,1562.7263798273,89.7215237256353,95.3317907218786,69.4727210400741,84.842011829196
"130","slc39a1",124.688842607442,136.544753636334,150.694701892612,137.309432712129,4.33314177084034,5.8742504955487,6.5925311425285,5.59997446963918
"131","dnajc3b",44.6349914841135,17.1693284524928,21.927923530158,27.9107478222548,3.2043401330584,1.5741455576307,1.5853467747509,2.12127748848
"132","ugt5g1",137.24808110196,92.3256341313292,161.214640284027,130.262785172439,5.40732397453606,4.97199633446769,6.38847660716452,5.58926563872276
"133","txnb",2515.91363942336,1237.08250996145,1540.89772918932,1764.63129285804,96.0755845576659,56.7652245599265,53.8390043306494,68.8932711494139
"134","cyp26b1",11.5653419230092,6.31701707214357,51.096843615446,22.9930675368663,0.655433209034673,0.729482087682518,3.45323059846731,1.61271529839483
"135","nat16l",15.7216366765906,6.96491625903009,30.8083910034307,17.8316479796838,0.764672077207119,0.345544146796982,1.28711322306509,0.79910981568973
"136","cyp2r1",105.714453515006,212.348958502057,35.1120021635551,117.725138060206,4.69727133141516,10.9998220063706,1.78940131011488,5.82883154930021
"137","aldh1a2",14.6373858713085,8.74663902296803,15.6432850106111,13.0091033016292,0.473368428747264,0.499119323151197,2.05624185636008,1.00957653608618
"138","slc39a13",74.9940140320125,43.0852959279536,63.256252925004,60.4451876283234,2.16657088542017,1.63173624876353,1.74231180195396,1.84687297871255
"139","nr1h3",343.436442573108,419.3527487123,383.089704539333,381.95963194158,34.0097009576881,50.0271136973853,37.3890694797688,40.4752947116141
"140","hsd11b2",353.917533690835,542.5345816191,319.491895173049,405.314670160995,14.0371945601593,26.2997489506592,15.7906817366278,18.7092084158154
"141","abcc12",520.350032301639,491.512520651787,583.856580723552,531.906377892326,17.9515873363386,17.0276476782735,16.3400593318385,17.1064314488169
"142","slc67a1",593.536961658181,417.733000745084,683.317816424206,564.86259294249,17.49642538562,16.3749531787681,21.9437108029877,18.6050297891253
"143","dnajb6b",38.4005493537413,14.4157569082251,30.5351458504069,27.7838173707911,2.4032550997938,1.0750262344795,2.73119147333324,2.06982426920218
"144","abcf2b",22.0464330407362,48.8354012115715,51.5750226332376,40.8189522951818,1.40189880821305,2.32282454235749,2.40156491620681,2.04209608892578
"145","dnaja2a",2119.25855315765,2844.35841783019,2717.83291455098,2560.48329517961,83.3128434595185,144.859785096113,103.957937516586,110.710188690739
